Entity,Scorecard,Squad,Level,Status,Rule,Description,Failure Message,Last Evaluated
prod_trusted_bronze.price_accuracy.flight_pa_scraper,"Data, AI, and ML Governed",Falcon,Baseline,Fail,Datasets must have SOX scope flag,Datasets in Unity Catalog must be tagged with a **sox_scope** flag set to **true** or **false**.,Flag is not set on dataset.,2026-06-20T12:07:58.823365
prod_trusted_bronze.price_accuracy.flight_pa_scraper,"Data, AI, and ML Governed",Falcon,Baseline,Fail,Datasets must have valid business criticality,"Datasets in Unity Catalog must be tagged with a valid business criticality, i.e. one of:
- p1
- p2
- p3",Dataset is assigned to `{{context.evaluation.captures.business_criticality}}` which is not a valid business criticality.,2026-06-20T12:07:58.823365
prod_trusted_bronze.price_competitiveness.flight_price_competitiveness,"Data, AI, and ML Governed",Kylin,Baseline,Fail,Datasets with business critical data must have all alerts actioned excluding any alerts that have fired in the last 3 days,"All alerts raised by Monte Carlo for business critical datasets must be actioned within 3 days, i.e. status update rate must be 100%.",Status update rate for alerts raised by Monte Carlo is below 100%. Current status update rate is {{context.evaluation.captures.status_update_rate}},2026-06-20T12:08:05.798839
prod_trusted_bronze.ql2.flight_inline_ads,"Data, AI, and ML Governed",Yellow,Baseline,Fail,Datasets with business critical data must have basic monitors enabled in Monte Carlo,"Business critical datasets must have the following monitors enabled by Monte Carlo:
- schema_changes
- row_count
- time_since_last_row_count_change
- time_since_last_update

See how-to guide: https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/1073352149/HOW+TO+Setup+Monte+Carlo+for+achieving+Dataset+Health+Level+3",Basic monitors are not enabled in Monte Carlo.  Matched count `{{context.evaluation.captures.matched_monitors_enabled_count}}`,2026-06-20T12:08:12.907722
prod_trusted_bronze.ql2.flight_price_competitiveness,"Data, AI, and ML Governed",Kylin,Baseline,Fail,Datasets with business critical data must have all alerts actioned excluding any alerts that have fired in the last 3 days,"All alerts raised by Monte Carlo for business critical datasets must be actioned within 3 days, i.e. status update rate must be 100%.",Status update rate for alerts raised by Monte Carlo is below 100%. Current status update rate is {{context.evaluation.captures.status_update_rate}},2026-06-20T12:08:17.585819
prod_trusted_bronze.rategain.flight_price_competitiveness,"Data, AI, and ML Governed",Kylin,Baseline,Fail,Datasets with business critical data must have all alerts actioned excluding any alerts that have fired in the last 3 days,"All alerts raised by Monte Carlo for business critical datasets must be actioned within 3 days, i.e. status update rate must be 100%.",Status update rate for alerts raised by Monte Carlo is below 100%. Current status update rate is {{context.evaluation.captures.status_update_rate}},2026-06-20T12:08:12.541544
prod_trusted_bronze.revenue_scraper.hotels_bookings_scrapers_booking_event,"Data, AI, and ML Governed",Kylin,Baseline,Fail,Datasets must have column descriptions,Datasets in Unity Catalog should have a description for all columns.,Dataset is missing a description for the following columns `{{context.evaluation.captures.columns_without_description}}`.,2026-06-20T12:08:26.533163
prod_trusted_bronze.revenue_scraper.package_partner_booking,"Data, AI, and ML Governed",Kylin,Baseline,Fail,Datasets with business critical data must have all alerts actioned excluding any alerts that have fired in the last 3 days,"All alerts raised by Monte Carlo for business critical datasets must be actioned within 3 days, i.e. status update rate must be 100%.",Status update rate for alerts raised by Monte Carlo is below 100%. Current status update rate is {{context.evaluation.captures.status_update_rate}},2026-06-20T12:08:30.05546
prod_trusted_bronze.ubio.flight_price_competitiveness,"Data, AI, and ML Governed",Yellow,Baseline,Fail,Datasets with business critical data must have basic monitors enabled in Monte Carlo,"Business critical datasets must have the following monitors enabled by Monte Carlo:
- schema_changes
- row_count
- time_since_last_row_count_change
- time_since_last_update

See how-to guide: https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/1073352149/HOW+TO+Setup+Monte+Carlo+for+achieving+Dataset+Health+Level+3",Basic monitors are not enabled in Monte Carlo.  Matched count `{{context.evaluation.captures.matched_monitors_enabled_count}}`,2026-06-20T12:09:33.062127
prod_trusted_gold.beyond_flight_integration_analytics.d_cug_hotel_partner_scape,"Data, AI, and ML Governed",Ganymede,Baseline,Fail,Datasets with business critical data must have all alerts actioned excluding any alerts that have fired in the last 3 days,"All alerts raised by Monte Carlo for business critical datasets must be actioned within 3 days, i.e. status update rate must be 100%.",Status update rate for alerts raised by Monte Carlo is below 100%. Current status update rate is {{context.evaluation.captures.status_update_rate}},2026-06-19T12:19:34.016746
prod_trusted_gold.beyond_flight_integration_analytics.d_los_abw_partner_market_accomm,"Data, AI, and ML Governed",Ganymede,Baseline,Fail,Datasets with business critical data must have all alerts actioned excluding any alerts that have fired in the last 3 days,"All alerts raised by Monte Carlo for business critical datasets must be actioned within 3 days, i.e. status update rate must be 100%.",Status update rate for alerts raised by Monte Carlo is below 100%. Current status update rate is {{context.evaluation.captures.status_update_rate}},2026-06-19T12:19:15.755296
prod_trusted_gold.beyond_flight_integration_analytics.d_los_abw_partner_market_hotel_scape,"Data, AI, and ML Governed",Ganymede,Baseline,Fail,Datasets with business critical data must have all alerts actioned excluding any alerts that have fired in the last 3 days,"All alerts raised by Monte Carlo for business critical datasets must be actioned within 3 days, i.e. status update rate must be 100%.",Status update rate for alerts raised by Monte Carlo is below 100%. Current status update rate is {{context.evaluation.captures.status_update_rate}},2026-06-19T12:19:31.571516
prod_trusted_gold.beyond_flight_integration_quality.f_hotel_itinerary_tax_comparison_agg,"Data, AI, and ML Governed",Ganymede,Baseline,Fail,Datasets with business critical data must have all alerts actioned excluding any alerts that have fired in the last 3 days,"All alerts raised by Monte Carlo for business critical datasets must be actioned within 3 days, i.e. status update rate must be 100%.",Status update rate for alerts raised by Monte Carlo is below 100%. Current status update rate is {{context.evaluation.captures.status_update_rate}},2026-06-19T12:19:34.152473
prod_trusted_gold.beyond_flight_integration_quality.f_hotel_itinerary_tax_rate_agg,"Data, AI, and ML Governed",Ganymede,Baseline,Fail,Datasets must have column descriptions,Datasets in Unity Catalog should have a description for all columns.,Dataset is missing a description for the following columns `{{context.evaluation.captures.columns_without_description}}`.,2026-06-19T12:19:20.894412
prod_trusted_gold.beyond_flight_integration_quality.f_hotel_itinerary_tax_rate_agg,"Data, AI, and ML Governed",Ganymede,Baseline,Fail,Datasets with business critical data must have all alerts actioned excluding any alerts that have fired in the last 3 days,"All alerts raised by Monte Carlo for business critical datasets must be actioned within 3 days, i.e. status update rate must be 100%.",Status update rate for alerts raised by Monte Carlo is below 100%. Current status update rate is {{context.evaluation.captures.status_update_rate}},2026-06-19T12:19:20.894412
prod_trusted_gold.beyond_flight_integration_quality.hotel_price_accuracy_payment_report,"Data, AI, and ML Governed",Ganymede,Baseline,Fail,Datasets with business critical data must have all alerts actioned excluding any alerts that have fired in the last 3 days,"All alerts raised by Monte Carlo for business critical datasets must be actioned within 3 days, i.e. status update rate must be 100%.",Status update rate for alerts raised by Monte Carlo is below 100%. Current status update rate is {{context.evaluation.captures.status_update_rate}},2026-06-19T12:19:17.75803
prod_trusted_gold.beyond_flight_integration_quality.hotel_price_accuracy_report,"Data, AI, and ML Governed",Ganymede,Baseline,Fail,Datasets with business critical data must have all alerts actioned excluding any alerts that have fired in the last 3 days,"All alerts raised by Monte Carlo for business critical datasets must be actioned within 3 days, i.e. status update rate must be 100%.",Status update rate for alerts raised by Monte Carlo is below 100%. Current status update rate is {{context.evaluation.captures.status_update_rate}},2026-06-19T12:19:30.678435
prod_trusted_gold.beyond_flight_integration_quality.hotel_price_inaccuracy_category,"Data, AI, and ML Governed",Ganymede,Baseline,Fail,Datasets with business critical data must have all alerts actioned excluding any alerts that have fired in the last 3 days,"All alerts raised by Monte Carlo for business critical datasets must be actioned within 3 days, i.e. status update rate must be 100%.",Status update rate for alerts raised by Monte Carlo is below 100%. Current status update rate is {{context.evaluation.captures.status_update_rate}},2026-06-19T12:19:21.880483
prod_trusted_gold.dynamic_pricing.w_onsale_performance,"Data, AI, and ML Governed",Silver,Baseline,Fail,Datasets with business critical data must have all alerts actioned excluding any alerts that have fired in the last 3 days,"All alerts raised by Monte Carlo for business critical datasets must be actioned within 3 days, i.e. status update rate must be 100%.",Status update rate for alerts raised by Monte Carlo is below 100%. Current status update rate is {{context.evaluation.captures.status_update_rate}},2026-06-19T12:39:17.444977
prod_trusted_gold.dynamic_pricing.w_praas_overall_coverage,"Data, AI, and ML Governed",Silver,Baseline,Fail,Datasets with business critical data must have all alerts actioned excluding any alerts that have fired in the last 3 days,"All alerts raised by Monte Carlo for business critical datasets must be actioned within 3 days, i.e. status update rate must be 100%.",Status update rate for alerts raised by Monte Carlo is below 100%. Current status update rate is {{context.evaluation.captures.status_update_rate}},2026-06-19T12:20:22.554479
prod_trusted_gold.dynamic_pricing.w_praas_partner_coverage,"Data, AI, and ML Governed",Silver,Baseline,Fail,Datasets with business critical data must have all alerts actioned excluding any alerts that have fired in the last 3 days,"All alerts raised by Monte Carlo for business critical datasets must be actioned within 3 days, i.e. status update rate must be 100%.",Status update rate for alerts raised by Monte Carlo is below 100%. Current status update rate is {{context.evaluation.captures.status_update_rate}},2026-06-19T12:20:24.859287
prod_trusted_gold.dynamic_pricing.w_praas_performance,"Data, AI, and ML Governed",Silver,Baseline,Fail,Datasets with business critical data must have all alerts actioned excluding any alerts that have fired in the last 3 days,"All alerts raised by Monte Carlo for business critical datasets must be actioned within 3 days, i.e. status update rate must be 100%.",Status update rate for alerts raised by Monte Carlo is below 100%. Current status update rate is {{context.evaluation.captures.status_update_rate}},2026-06-19T12:20:28.273717
prod_trusted_gold.dynamic_pricing.w_self_fund_performance,"Data, AI, and ML Governed",Silver,Baseline,Fail,Datasets with business critical data must have all alerts actioned excluding any alerts that have fired in the last 3 days,"All alerts raised by Monte Carlo for business critical datasets must be actioned within 3 days, i.e. status update rate must be 100%.",Status update rate for alerts raised by Monte Carlo is below 100%. Current status update rate is {{context.evaluation.captures.status_update_rate}},2026-06-19T12:20:39.381571
